6.9	-0.05	0.15	0.05
0.6	0.06	0.15	0.05
0.9	-0.025	0.15	0.05
0.6	-0.03	0.15	0.05
0.9	-0.025	0.15	0.05
1.05	-0.02	0.15	0.05
1.35	-0.015	0.15	0.05
1.65	-0.01	0.15	0.05
1.95	0.015	0.15	0.05
3.6	0.015	0.15	0.05
3.3	-0.01	0.15	0.05
3.45	-0.01	0.15	0.05
3.45	-0.01	0.15	0.05
3.9	0.005	0.15	0.05
4.05	0.035	0.15	0.05
4.35	0.025	0.15	0.05
4.2	0.02	0.15	0.05
4.35	0.105	0.15	0.05
4.5	0.26	0.15	0.05
4.8	0.31	0.15	0.05
5.1	0.34	0.15	0.05
5.4	0.25	0.15	0.05
5.7	0.085	0.15	0.05
5.85	0.04	0.15	0.05
6.15	0.015	0.15	0.05
6.45	0	0.15	0.05
6.75	-0.005	0.15	0.05
6.9	-0.01	0.15	0.05
7.2	-0.01	0.15	0.05
7.5	0.005	0.15	0.05
7.65	0.01	0.15	0.05
7.95	0.03	0.15	0.05
8.1	0.075	0.15	0.05
8.4	0.165	0.15	0.05
8.7	0.31	0.15	0.05
9	0.465	0.15	0.05
9.3	0.73	0.15	0.05
9.45	0.915	0.15	0.05
9.75	1.03	0.15	0.05
10.05	0.92	0.15	0.05
10.35	0.6	0.15	0.05
10.5	0.39	0.15	0.05
10.8	0.185	0.15	0.05
10.95	0.105	0.15	0.05
11.25	0.04	0.15	0.05
11.55	0.01	0.15	0.05
11.85	0.005	0.15	0.05
12	-0.005	0.15	0.05
12.3	0.01	0.15	0.05
12.6	0.04	0.15	0.05
12.9	0.085	0.15	0.05
13.2	0.215	0.15	0.05
13.35	0.435	0.15	0.05
13.65	0.775	0.15	0.05
13.95	1.15	0.15	0.05
14.25	1.5	0.15	0.05
14.55	1.79	0.15	0.05
14.55	1.85	0.15	0.05
14.85	1.64	0.15	0.05
15.15	1.265	0.15	0.05
15.45	0.805	0.15	0.05
15.75	0.45	0.15	0.05
15.9	0.2	0.15	0.05
16.2	0.075	0.15	0.05
16.5	0.065	0.15	0.05
16.8	0.035	0.15	0.05
17.1	0.03	0.15	0.05
17.25	0.055	0.15	0.05
17.55	0.11	0.15	0.05
17.85	0.16	0.15	0.05
18	0.42	0.15	0.05
18.3	0.745	0.15	0.05
18.45	1.13	0.15	0.05
18.75	1.61	0.15	0.05
19.05	2.125	0.15	0.05
19.35	2.56	0.15	0.05
19.5	2.805	0.15	0.05
19.8	2.66	0.15	0.05
20.1	2.25	0.15	0.05
20.4	1.73	0.15	0.05
20.7	1.125	0.15	0.05
20.85	0.705	0.15	0.05
21.15	0.345	0.15	0.05
21.3	0.21	0.15	0.05
21.6	0.115	0.15	0.05
21.9	0.075	0.15	0.05
22.05	0.075	0.15	0.05
22.35	0.14	0.15	0.05
22.65	0.35	0.15	0.05
22.95	0.625	0.15	0.05
23.25	1.005	0.15	0.05
23.4	1.48	0.15	0.05
23.7	2.075	0.15	0.05
24	2.62	0.15	0.05
24.3	3.185	0.15	0.05
24.45	3.545	0.15	0.05
24.6	3.6	0.15	0.05
24.9	3.35	0.15	0.05
25.2	2.865	0.15	0.05
25.5	2.33	0.15	0.05
25.8	1.725	0.15	0.05
25.95	1.245	0.15	0.05
26.25	0.85	0.15	0.05
26.55	0.595	0.15	0.05
26.85	0.375	0.15	0.05
27.15	0.31	0.15	0.05
27.3	0.32	0.15	0.05
27.6	0.455	0.15	0.05
27.75	0.715	0.15	0.05
28.05	1.06	0.15	0.05
28.35	1.555	0.15	0.05
28.5	2.255	0.15	0.05
28.8	2.95	0.15	0.05
29.1	3.66	0.15	0.05
29.4	4.225	0.15	0.05
29.55	4.47	0.15	0.05
29.85	4.51	0.15	0.05
30.15	4.23	0.15	0.05
30.45	3.75	0.15	0.05
30.75	3.13	0.15	0.05
30.9	2.525	0.15	0.05
31.05	1.99	0.15	0.05
31.35	1.545	0.15	0.05
31.65	1.23	0.15	0.05
31.95	1.07	0.15	0.05
31.95	1.105	0.15	0.05
31.95	1.075	0.15	0.05
31.95	1.015	0.15	0.05
31.95	1.025	0.15	0.05
31.95	1	0.15	0.05
31.95	1.065	0.15	0.05
31.95	1.005	0.15	0.05
31.95	1.035	0.15	0.05
31.95	0.995	0.15	0.05
31.95	1.1	0.15	0.05
31.95	1.06	0.15	0.05
31.95	1.045	0.15	0.05
31.95	1.045	0.15	0.05
31.95	1.04	0.15	0.05
31.95	1.03	0.15	0.05
31.95	0.995	0.15	0.05
31.95	1.03	0.15	0.05
31.95	0.99	0.15	0.05
31.95	0.99	0.15	0.05
31.95	0.99	0.15	0.05
31.95	0.985	0.15	0.05
31.95	1.085	0.15	0.05
31.95	1.045	0.15	0.05
31.95	1.035	0.15	0.05
31.95	1.03	0.15	0.05
31.95	1.01	0.15	0.05
