3	-0.02	0.15	0.05
2.4	-0.005	0.15	0.05
2.4	0.01	0.15	0.05
0.9	-0.005	0.15	0.05
1.2	-0.005	0.15	0.05
1.2	-0.005	0.15	0.05
1.5	-0.015	0.15	0.05
1.65	0.01	0.15	0.05
1.95	-0.005	0.15	0.05
2.25	-0.005	0.15	0.05
2.55	0.005	0.15	0.05
2.85	0.005	0.15	0.05
3	0.01	0.15	0.05
3.3	0.015	0.15	0.05
3.75	0.04	0.15	0.05
3.9	0.105	0.15	0.05
4.2	0.165	0.15	0.05
4.35	0.3	0.15	0.05
4.5	0.44	0.15	0.05
4.8	0.535	0.15	0.05
5.1	0.57	0.15	0.05
5.4	0.41	0.15	0.05
5.7	0.325	0.15	0.05
5.85	0.17	0.15	0.05
6.45	0.12	0.15	0.05
6.45	0.02	0.15	0.05
6.75	0.035	0.15	0.05
6.9	0.025	0.15	0.05
7.2	0.015	0.15	0.05
7.5	0.02	0.15	0.05
7.8	0.03	0.15	0.05
8.1	0.045	0.15	0.05
8.25	0.21	0.15	0.05
8.4	0.355	0.15	0.05
9	1.055	0.15	0.05
9.15	0.92	0.15	0.05
9.3	1.255	0.15	0.05
9.6	1.55	0.15	0.05
9.75	1.62	0.15	0.05
10.05	1.37	0.15	0.05
10.35	0.945	0.15	0.05
10.65	0.575	0.15	0.05
10.95	0.305	0.15	0.05
11.1	0.15	0.15	0.05
11.7	0.035	0.15	0.05
11.7	0.13	0.15	0.05
11.85	0.03	0.15	0.05
12.15	0.03	0.15	0.05
12.3	0.05	0.15	0.05
12.6	0.115	0.15	0.05
12.9	0.27	0.15	0.05
13.2	0.52	0.15	0.05
13.5	0.87	0.15	0.05
13.65	1.325	0.15	0.05
13.95	1.865	0.15	0.05
14.25	2.715	0.15	0.05
14.55	2.895	0.15	0.05
14.7	2.81	0.15	0.05
14.85	2.395	0.15	0.05
15.15	1.655	0.15	0.05
15.45	1.11	0.15	0.05
15.75	0.63	0.15	0.05
16.05	0.34	0.15	0.05
16.2	0.16	0.15	0.05
16.5	0.085	0.15	0.05
16.95	0.125	0.15	0.05
17.1	0.06	0.15	0.05
17.25	0.125	0.15	0.05
17.55	0.24	0.15	0.05
17.85	0.5	0.15	0.05
18.15	0.835	0.15	0.05
18.3	1.38	0.15	0.05
18.6	2.01	0.15	0.05
18.75	2.76	0.15	0.05
19.05	3.53	0.15	0.05
19.5	4.32	0.15	0.05
19.65	4.215	0.15	0.05
19.8	3.76	0.15	0.05
20.1	3.055	0.15	0.05
20.4	2.16	0.15	0.05
20.7	1.42	0.15	0.05
20.85	0.86	0.15	0.05
21.15	0.545	0.15	0.05
21.3	0.315	0.15	0.05
21.6	0.155	0.15	0.05
22.2	0.17	0.15	0.05
22.2	0.185	0.15	0.05
22.35	0.355	0.15	0.05
22.65	0.66	0.15	0.05
22.95	1.145	0.15	0.05
23.25	1.77	0.15	0.05
23.4	2.485	0.15	0.05
23.7	3.405	0.15	0.05
24	4.35	0.15	0.05
24.3	5.19	0.15	0.05
24.6	5.54	0.15	0.05
24.75	5.425	0.15	0.05
24.9	4.69	0.15	0.05
25.2	3.86	0.15	0.05
25.5	2.825	0.15	0.05
25.8	1.98	0.15	0.05
25.95	1.34	0.15	0.05
26.25	0.94	0.15	0.05
26.55	0.625	0.15	0.05
26.85	0.415	0.15	0.05
27.3	0.53	0.15	0.05
27.3	0.68	0.15	0.05
27.6	0.79	0.15	0.05
27.9	1.25	0.15	0.05
28.05	1.925	0.15	0.05
28.2	2.7	0.15	0.05
28.5	3.725	0.15	0.05
28.8	4.8	0.15	0.05
29.1	5.89	0.15	0.05
29.4	6.52	0.15	0.05
29.85	6.33	0.15	0.05
30	6.515	0.15	0.05
30.15	5.83	0.15	0.05
30.45	4.94	0.15	0.05
30.6	3.86	0.15	0.05
30.9	2.945	0.15	0.05
31.2	2.18	0.15	0.05
31.35	1.66	0.15	0.05
31.65	1.175	0.15	0.05
31.8	1.085	0.15	0.05
31.95	1.12	0.15	0.05
31.95	1.225	0.15	0.05
31.95	1.08	0.15	0.05
31.95	1.08	0.15	0.05
31.95	1.08	0.15	0.05
31.95	1.07	0.15	0.05
31.95	1.08	0.15	0.05
31.95	1.12	0.15	0.05
31.95	1.07	0.15	0.05
31.95	1.02	0.15	0.05
31.95	1.08	0.15	0.05
31.95	1.17	0.15	0.05
31.95	1.115	0.15	0.05
31.95	1.065	0.15	0.05
31.95	1.06	0.15	0.05
31.95	1.06	0.15	0.05
31.95	1.065	0.15	0.05
31.95	1.065	0.15	0.05
31.95	1.06	0.15	0.05
31.95	1.07	0.15	0.05
31.95	1.055	0.15	0.05
31.95	1.03	0.15	0.05
31.95	1.01	0.15	0.05
31.95	1.1	0.15	0.05
31.95	1.04	0.15	0.05
