1.05	-0.045	0.15	0.05	
0	-0.04	0.15	0.05	
0	-0.04	0.15	0.05	
0	-0.045	0.15	0.05	
0	-0.045	0.15	0.05	
0	-0.045	0.15	0.05	
0	-0.045	0.15	0.05	
0	-0.04	0.15	0.05	
0	-0.045	0.15	0.05	
0	-0.04	0.15	0.05	
0.3	-0.04	0.15	0.05	
0	-0.035	0.15	0.05	
0	-0.04	0.15	0.05	
0	-0.04	0.15	0.05	
0	-0.035	0.15	0.05	
0	-0.04	0.15	0.05	
0	-0.035	0.15	0.05	
0	-0.04	0.15	0.05	
0.15	-0.03	0.15	0.05	
0.6	-0.045	0.15	0.05	
2.55	-0.04	0.15	0.05	
0.3	-0.055	0.15	0.05	
0.6	-0.015	0.15	0.05	
1.65	-0.03	0.15	0.05	
0.9	-0.025	0.15	0.05	
1.2	-0.02	0.15	0.05	
1.5	-0.03	0.15	0.05	
1.8	-0.02	0.15	0.05	
2.1	-0.015	0.15	0.05	
2.25	-0.02	0.15	0.05	
2.55	-0.015	0.15	0.05	
2.85	-0.015	0.15	0.05	
3.15	0	0.15	0.05	
3.3	0	0.15	0.05	
3.6	0.035	0.15	0.05	
3.75	0.06	0.15	0.05	
4.05	0.105	0.15	0.05	
4.35	0.24	0.15	0.05	
4.65	0.375	0.15	0.05	
4.95	0.465	0.15	0.05	
5.1	0.45	0.15	0.05	
5.4	0.35	0.15	0.05	
5.7	0.215	0.15	0.05	
6	0.135	0.15	0.05	
6.3	0.075	0.15	0.05	
6.45	0.035	0.15	0.05	
6.6	0.025	0.15	0.05	
6.9	0.02	0.15	0.05	
7.2	0.02	0.15	0.05	
7.5	0.03	0.15	0.05	
7.8	0.045	0.15	0.05	
7.95	0.12	0.15	0.05	
8.25	0.23	0.15	0.05	
8.55	0.4	0.15	0.05	
8.85	0.615	0.15	0.05	
9.15	0.845	0.15	0.05	
9.3	1.155	0.15	0.05	
9.6	1.425	0.15	0.05	
9.9	1.435	0.15	0.05	
10.2	1.215	0.15	0.05	
10.35	0.82	0.15	0.05	
10.65	0.545	0.15	0.05	
10.8	0.31	0.15	0.05	
11.1	0.175	0.15	0.05	
11.4	0.085	0.15	0.05	
11.7	0.07	0.15	0.05	
11.85	0.065	0.15	0.05	
12.15	0.075	0.15	0.05	
12.45	0.14	0.15	0.05	
12.75	0.25	0.15	0.05	
13.05	0.425	0.15	0.05	
13.2	0.67	0.15	0.05	
13.5	0.98	0.15	0.05	
13.65	1.37	0.15	0.05	
13.95	1.85	0.15	0.05	
14.25	2.27	0.15	0.05	
14.55	2.59	0.15	0.05	
14.7	2.58	0.15	0.05	
15	2.18	0.15	0.05	
15.3	1.6	0.15	0.05	
15.6	1.065	0.15	0.05	
15.9	0.65	0.15	0.05	
16.05	0.38	0.15	0.05	
16.35	0.23	0.15	0.05	
16.65	0.15	0.15	0.05	
16.95	0.13	0.15	0.05	
17.1	0.17	0.15	0.05	
17.25	0.265	0.15	0.05	
17.55	0.465	0.15	0.05	
17.85	0.73	0.15	0.05	
18.15	1.09	0.15	0.05	
18.45	1.515	0.15	0.05	
18.6	2.065	0.15	0.05	
18.9	2.73	0.15	0.05	
19.2	3.345	0.15	0.05	
19.5	3.785	0.15	0.05	
19.65	3.825	0.15	0.05	
19.95	3.395	0.15	0.05	
20.25	2.725	0.15	0.05	
20.4	1.98	0.15	0.05	
20.7	1.33	0.15	0.05	
21	0.855	0.15	0.05	
21.15	0.555	0.15	0.05	
21.45	0.37	0.15	0.05	
21.75	0.29	0.15	0.05	
22.05	0.315	0.15	0.05	
22.35	0.43	0.15	0.05	
22.5	0.64	0.15	0.05	
22.8	0.97	0.15	0.05	
23.1	1.43	0.15	0.05	
23.4	2.015	0.15	0.05	
23.7	2.68	0.15	0.05	
23.7	3.475	0.15	0.05	
24	4.255	0.15	0.05	
24.3	4.83	0.15	0.05	
24.6	4.995	0.15	0.05	
24.9	4.74	0.15	0.05	
25.05	4.085	0.15	0.05	
25.35	3.305	0.15	0.05	
25.65	2.535	0.15	0.05	
25.95	1.85	0.15	0.05	
26.1	1.285	0.15	0.05	
26.4	0.9	0.15	0.05	
26.7	0.695	0.15	0.05	
26.85	0.6	0.15	0.05	
27.15	0.605	0.15	0.05	
27.3	0.79	0.15	0.05	
27.6	1.065	0.15	0.05	
27.9	1.515	0.15	0.05	
28.2	2.115	0.15	0.05	
28.35	2.905	0.15	0.05	
28.65	3.72	0.15	0.05	
28.95	4.63	0.15	0.05	
29.25	5.41	0.15	0.05	
29.55	5.92	0.15	0.05	
29.7	6.035	0.15	0.05	
30	5.75	0.15	0.05	
30.15	5.15	0.15	0.05	
30.45	4.29	0.15	0.05	
30.75	3.455	0.15	0.05	
30.9	2.69	0.15	0.05	
31.2	2.04	0.15	0.05	
31.5	1.565	0.15	0.05	
31.8	1.255	0.15	0.05	
31.95	1.185	0.15	0.05	
31.95	1.18	0.15	0.05	
31.95	1.175	0.15	0.05	
31.95	1.18	0.15	0.05	
31.95	1.165	0.15	0.05	
31.95	1.155	0.15	0.05	
